type,variety,level_2,dist01,dist02,dist03,dist04,dist05,dist06,dist07,dist08,dist09,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17
Raisin,Fiesta ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.6666666666667,100.0,0.0,0.0,0.0
Raisin,Fiesta ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11652.5,2080.7,0.0,0.0,0.0
Raisin,Fiesta ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.2,350.0,0.0,0.0,0.0
Raisin,Other Raisin  b/ ,brixfactor,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Raisin,Other Raisin  b/ ,tons,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,0.0
Raisin,Other Raisin  b/ ,wt_ave_base,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0
Raisin,Thompson Seedless ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,100.0,0.0,0.0,0.0
Raisin,Thompson Seedless ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19614.1,10630.0,0.0,0.0,0.0
Raisin,Thompson Seedless ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.01,193.11,0.0,0.0,0.0
Red Wine,Aglianico ,brixfactor,0.0,100.0,100.0,0.0,0.0,0.0,0.0,8588.888888888889,5700.0,100.0,100.0,10550.0,100.0,0.0,0.0,11700.0,100.0
Red Wine,Aglianico ,tons,0.0,0.5,6.1,0.0,0.0,0.0,0.0,28.0,8.1,6.7,72.4,5.6,0.8,0.0,0.0,18.7,4.8
Red Wine,Aglianico ,wt_ave_base,0.0,1100.0,3770.49,0.0,0.0,0.0,0.0,1848.02,1700.0,1880.89,932.56,1119.64,750.0,0.0,0.0,2495.15,1498.44
Red Wine,Aleatico ,brixfactor,0.0,0.0,575.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8950.0,0.0
Red Wine,Aleatico ,tons,0.0,0.0,16.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0
Red Wine,Aleatico ,wt_ave_base,0.0,0.0,2723.35,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.26,0.0
Red Wine,Alicante Bouschet * ,brixfactor,0.0,0.0,8682.6,0.0,0.0,14300.166666666666,0.0,100.0,100.0,11242.857142857143,24510.35714285714,100.0,17525.714285714286,0.0,8333.333333333334,100.0,0.0
Red Wine,Alicante Bouschet * ,tons,0.0,0.0,88.3,0.0,0.0,65.5,0.0,42.9,2.2,26.1,2199.2,6.7,451.8,0.0,5.0,18.8,0.0
Red Wine,Alicante Bouschet * ,wt_ave_base,0.0,0.0,3075.89,0.0,0.0,1113.21,0.0,1954.81,1400.0,1466.63,437.01,1084.33,286.19,0.0,1110.0,1114.89,0.0
Red Wine,Alvarinho ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
Red Wine,Alvarinho ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0
Red Wine,Alvarinho ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,750.0,0.0,0.0,0.0,0.0
Red Wine,Arinarnoa ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8650.0,0.0,0.0,0.0,0.0
Red Wine,Arinarnoa ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.0,0.0,0.0,0.0,0.0
Red Wine,Arinarnoa ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.24,0.0,0.0,0.0,0.0
Red Wine,Barbera ,brixfactor,3870.0,13125.0,3464.705882352941,8500.0,100.0,3522.222222222222,100.0,5555.555555555556,7916.666666666667,11283.5,6653.125,7683.333333333333,9821.578947368422,18900.0,8650.0,7353.846153846154,4216.666666666667
Red Wine,Barbera ,tons,88.6,92.3,103.7,2.1,9.2,16.1,6.5,203.6,40.7,709.0,988.2,25.8,28682.6,2314.8,3.5,63.7,19.2
Red Wine,Barbera ,wt_ave_base,1830.75,1550.81,3260.79,2424.33,1528.26,1110.53,1966.15,1438.72,1665.6,1629.45,683.07,1310.47,307.27,163.18,1157.14,2143.57,1202.6
Red Wine,Blaufraenkisch * ,brixfactor,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,11400.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Blaufraenkisch * ,tons,0.0,0.0,0.5,0.0,0.0,0.0,0.0,7.9,5.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
Red Wine,Blaufraenkisch * ,wt_ave_base,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,1800.0,1879.31,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Cabernet Dorsa ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
Red Wine,Cabernet Dorsa ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,1277.9,0.0,0.0,0.0,0.0
Red Wine,Cabernet Dorsa ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,161.89,0.0,0.0,0.0,0.0
Red Wine,Cabernet Franc ,brixfactor,5200.0,17805.76923076923,6202.35294117647,5282.279792746114,100.0,4726.8,1500.0,6732.051282051282,7066.666666666667,8327.777777777777,18713.46153846154,0.0,8200.0,100.0,17400.0,11056.521739130434,6370.0
Red Wine,Cabernet Franc ,tons,19.1,281.9,831.1,1364.9,33.5,116.1,286.7,1753.5,7.1,346.1,2324.5,0.0,44.3,1.1,3.5,131.3,120.1
Red Wine,Cabernet Franc ,wt_ave_base,3168.59,2037.3,3815.93,9257.9,1925.0,2484.57,1587.54,2604.52,1221.13,1706.16,540.86,0.0,400.11,1850.0,1000.0,1750.36,878.89
Red Wine,Cabernet Sauvignon ,brixfactor,11309.929411764706,10823.655913978495,7807.910364145659,7368.685540950455,2720.2380952380954,6258.058823529412,6936.507936507936,11092.223880597016,8147.35294117647,10770.108695652174,23007.745614035088,29003.1,18758.52,22700.0,5833.333333333333,8343.589743589744,5343.75
Red Wine,Cabernet Sauvignon ,tons,6480.5,13915.2,27293.4,45241.7,1029.9,2867.2,16110.0,61228.3,3988.0,2664.9,136249.7,49055.2,46270.2,10525.2,9.4,365.5,1607.1
Red Wine,Cabernet Sauvignon ,wt_ave_base,1989.79,2333.23,3055.25,7942.93,2041.59,1275.04,1338.25,1656.11,721.56,1502.45,605.26,458.58,364.32,304.55,1402.66,1812.7,872.81
Red Wine,Carignane ,brixfactor,7502.0,0.0,6264.285714285715,7666.666666666667,7333.333333333333,7631.107142857143,100.0,2238.8888888888887,100.0,5385.714285714285,12260.818181818182,27500.0,13510.0,0.0,0.0,9450.0,100.0
Red Wine,Carignane ,tons,852.8,0.0,304.1,10.1,44.8,414.1,5.0,85.2,0.5,16.4,1134.3,3.1,3645.3,0.0,0.0,49.4,0.5
Red Wine,Carignane ,wt_ave_base,1412.49,0.0,2574.13,3388.43,1709.82,1635.3,1500.0,2357.14,750.0,1762.5,576.17,1200.0,245.62,0.0,0.0,1472.85,600.0
Red Wine,Carmenere ,brixfactor,8650.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,52025.0,0.0,0.0,0.0,0.0,10550.0,0.0
Red Wine,Carmenere ,tons,2.3,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,19.2,0.0,0.0,0.0,0.0,1.7,0.0
Red Wine,Carmenere ,wt_ave_base,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,3749.59,0.0,0.0,900.0,0.0,0.0,0.0,0.0,1588.24,0.0
Red Wine,Centurian ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31700.0,0.0,0.0,0.0,0.0
Red Wine,Centurian ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.8,0.0,0.0,0.0,0.0
Red Wine,Centurian ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.18,0.0,0.0,0.0,0.0
Red Wine,Charbono ,brixfactor,9047.0,8550.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Charbono ,tons,25.9,4.7,2.0,124.1,12.1,0.0,0.0,12.5,0.0,10.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Charbono ,wt_ave_base,1833.98,1319.15,1500.0,3954.56,1200.0,0.0,0.0,1600.0,0.0,1754.5,1054.55,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Ciliegiolo ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14550.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Ciliegiolo ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.8,0.0,0.0,0.0,0.0,0.0
Red Wine,Ciliegiolo ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1000.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Cinsaut * ,brixfactor,100.0,0.0,1787.5,100.0,0.0,8950.0,2316.6666666666665,4631.25,0.0,4240.0,4166.666666666667,0.0,0.0,0.0,0.0,1425.0,0.0
Red Wine,Cinsaut * ,tons,4.2,0.0,19.2,0.9,0.0,9.5,73.7,109.0,0.0,30.5,136.1,0.0,0.0,0.0,0.0,49.8,0.0
Red Wine,Cinsaut * ,wt_ave_base,4225.0,0.0,3074.85,5342.71,0.0,838.68,839.82,2241.82,0.0,1812.56,1335.14,0.0,0.0,0.0,0.0,1733.42,0.0
Red Wine,Counoise ,brixfactor,100.0,0.0,100.0,13800.0,0.0,100.0,0.0,2260.0,5750.0,2800.0,0.0,100.0,5400.0,0.0,0.0,10700.0,0.0
Red Wine,Counoise ,tons,2.9,0.0,4.2,0.6,0.0,1.0,0.0,73.6,1.5,9.1,0.0,9.4,3.2,0.0,0.0,2.0,0.0
Red Wine,Counoise ,wt_ave_base,3982.76,0.0,2406.56,3000.0,0.0,1700.0,0.0,2300.92,1700.0,2338.46,0.0,1200.0,1300.0,0.0,0.0,1400.0,0.0
Red Wine,Dolcetto ,brixfactor,6466.666666666667,17800.0,8400.0,7050.0,0.0,100.0,100.0,3475.0,0.0,12241.666666666666,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Dolcetto ,tons,86.7,1.3,11.9,2.4,0.0,5.8,2.0,26.7,0.0,22.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Dolcetto ,wt_ave_base,1778.45,1500.0,2747.06,2753.83,0.0,3300.0,500.0,1262.92,0.0,1530.57,840.34,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Dornfelder ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,67605.0,8650.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Dornfelder ,tons,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.7,0.0,0.0,119.9,486.4,0.0,0.0,0.0,0.0,0.0
Red Wine,Dornfelder ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3800.0,0.0,0.0,617.0,151.05,0.0,0.0,0.0,0.0,0.0
Red Wine,Durif ,brixfactor,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,21200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Durif ,tons,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Durif ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,1550.0,0.0,0.0,1004.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Freisa ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,100.0,0.0,0.0,0.0,7325.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Freisa ,tons,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
Red Wine,Freisa ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1000.0,0.0,0.0,0.0,1053.33,0.0,0.0,0.0,0.0,0.0
Red Wine,Gamay (Napa) * ,brixfactor,1566.8181818181818,0.0,7242.857142857143,3520.0,100.0,0.0,100.0,4776.470588235294,0.0,7666.666666666667,100.0,0.0,100.0,0.0,0.0,0.0,100.0
Red Wine,Gamay (Napa) * ,tons,65.3,0.0,20.6,62.2,112.6,0.0,243.3,320.5,0.0,18.7,2.0,0.0,36.8,0.0,0.0,0.0,132.1
Red Wine,Gamay (Napa) * ,wt_ave_base,1675.5,0.0,2313.75,2848.04,1682.61,0.0,1022.11,1114.27,0.0,2300.0,1200.0,0.0,1106.14,0.0,0.0,0.0,510.6
Red Wine,Gamay Noir Au Jus Blanc ,brixfactor,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Gamay Noir Au Jus Blanc ,tons,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Gamay Noir Au Jus Blanc ,wt_ave_base,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,2541.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Graciano ,brixfactor,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5422.222222222223,100.0,3583.3333333333335,19034.75,100.0,0.0,0.0,0.0,0.0,100.0
Red Wine,Graciano ,tons,0.0,0.0,0.0,0.0,0.8,0.0,0.0,144.3,6.6,8.1,516.5,5.8,0.0,0.0,0.0,0.0,0.5
Red Wine,Graciano ,wt_ave_base,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,3162.07,1340.91,2103.7,712.42,1700.0,0.0,0.0,0.0,0.0,600.0
Red Wine,Grenache * ,brixfactor,10685.365853658537,5812.5,8936.194029850747,3375.0,100.0,10863.74074074074,4200.0,8433.14,4545.833333333333,9675.0,6910.526315789473,16370.0,8827.5,9670.0,5040.0,6905.555555555556,3557.1428571428573
Red Wine,Grenache * ,tons,435.1,104.5,509.4,155.7,9.4,392.3,2480.2,4062.3,75.4,311.4,825.0,941.2,19429.3,1244.7,11.9,128.2,22.8
Red Wine,Grenache * ,wt_ave_base,2154.64,1729.87,3203.49,4459.52,1386.17,1283.98,1311.51,1959.03,1581.9,1882.63,717.38,497.27,335.83,325.0,1264.33,1434.98,1207.35
Red Wine,Lagrein ,brixfactor,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5154.545454545455,0.0,11480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Lagrein ,tons,0.0,0.0,0.0,3.0,0.0,0.0,0.0,180.3,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Lagrein ,wt_ave_base,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,1661.26,0.0,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Malbec ,brixfactor,8500.0,12061.0,5482.371794871795,5632.696078431372,875.0,7126.315789473684,4715.789473684211,9591.42857142857,9593.214285714286,5031.818181818182,21055.13888888889,19000.0,13283.333333333334,100.0,4425.0,3447.0588235294117,5787.5
Red Wine,Malbec ,tons,70.9,753.2,707.9,933.0,57.2,177.7,1776.5,1670.8,1857.7,135.5,16883.1,4031.8,1591.5,0.9,5.6,66.8,99.5
Red Wine,Malbec ,wt_ave_base,1842.31,1792.38,3041.79,6076.43,1975.74,1839.72,1377.09,1833.36,691.08,1700.48,548.23,181.51,338.92,1600.0,1509.82,1799.79,754.32
Red Wine,Merlot ,brixfactor,6674.523809523809,12426.85,7021.900662251655,6947.354609929078,1250.0,10733.444444444445,2900.0,8734.805825242718,7462.5,7084.615384615385,19673.95238095238,31699.714285714286,23196.458333333332,5800.0,100.0,10125.806451612903,15831.3125
Red Wine,Merlot ,tons,2546.3,885.1,7891.3,7563.6,472.6,1466.1,6391.1,7177.5,1385.3,637.7,61293.0,17197.9,28933.7,13921.7,34.2,184.2,4588.3
Red Wine,Merlot ,wt_ave_base,1340.63,1308.34,2000.21,4047.09,1702.71,1054.19,981.41,1427.81,615.9,1764.37,494.66,446.96,330.18,175.09,461.7,1814.37,603.59
Red Wine,Meunier * ,brixfactor,0.0,0.0,5490.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Meunier * ,tons,0.0,0.0,181.6,206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Meunier * ,wt_ave_base,0.0,0.0,2526.8,2036.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Mission ,brixfactor,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5940.0,4433.333333333333,13800.0,100.0,17400.0,0.0,8950.0,0.0
Red Wine,Mission ,tons,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8.7,30.9,3.9,872.1,2.6,0.0,29.9,0.0
Red Wine,Mission ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2402.25,848.54,948.72,250.0,500.0,0.0,528.43,0.0
Red Wine,Monastrell ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Red Wine,Monastrell ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,1.1,0.0
Red Wine,Monastrell ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4016.75,0.0,0.0,1677.87,0.0,0.0,0.0,0.0,2100.0,0.0
Red Wine,Montepulciano ,brixfactor,3467.5,100.0,100.0,100.0,0.0,100.0,100.0,3635.0,24300.0,4566.666666666667,100.0,19090.0,0.0,0.0,0.0,3583.3333333333335,0.0
Red Wine,Montepulciano ,tons,3.8,8.5,9.7,2.2,0.0,1.6,5.8,11.6,56.0,3.4,41.0,210.8,0.0,0.0,0.0,100.7,0.0
Red Wine,Montepulciano ,wt_ave_base,2100.0,1347.06,4793.81,2000.0,0.0,800.0,2107.76,2464.66,1427.78,1311.76,656.1,637.78,0.0,0.0,0.0,2452.06,0.0
Red Wine,Mourvedre * ,brixfactor,100.0,100.0,6773.333333333333,7020.0,100.0,6880.677419354839,5500.0,8335.90909090909,3470.0,7681.818181818182,5262.5,20950.0,1447.0,0.0,100.0,8125.0,8460.0
Red Wine,Mourvedre * ,tons,17.6,64.4,104.8,12.8,15.8,938.8,72.2,845.2,21.8,207.2,40.1,4.8,39.1,0.0,1.0,40.9,7.3
Red Wine,Mourvedre * ,wt_ave_base,4148.58,1881.99,3455.43,4056.68,1696.84,1695.82,2465.17,2635.54,1724.31,1919.22,960.68,1312.5,723.94,0.0,1600.0,1890.88,1420.21
Red Wine,Muscat Hamburg * ,brixfactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
Red Wine,Muscat Hamburg * ,tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.2,145.2,171.2,670.9,0.0,0.0,0.0,0.0
Red Wine,Muscat Hamburg * ,wt_ave_base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1336.36,715.67,703.36,475.0,0.0,0.0,0.0,0.0
Red Wine,Nebbiolo ,brixfactor,12200.0,0.0,4280.0,100.0,0.0,8025.0,14550.0,11629.411764705883,100.0,1228.5714285714287,5733.333333333333,0.0,21395.0,0.0,0.0,2125.0,5933.333333333333
Red Wine,Nebbiolo ,tons,18.6,0.0,8.0,0.5,0.0,10.1,1.1,184.2,7.2,22.7,18.2,0.0,72.1,0.0,0.0,11.6,7.3
Red Wine,Nebbiolo ,wt_ave_base,2378.49,0.0,2306.25,2500.0,0.0,3168.32,2400.0,1663.31,1635.42,2175.55,1867.58,0.0,422.12,0.0,0.0,1851.72,1545.89
Red Wine,Negrette * ,brixfactor,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Negrette * ,tons,0.0,0.0,0.0,0.4,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Negrette * ,wt_ave_base,0.0,0.0,0.0,3800.0,0.0,0.0,2509.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Wine,Negroamaro ,brixfactor,100.0,0.0,0.0,0.0,0.0,0.0,0.0,17675.0,21250.0,100.0,0.0,14550.0,0.0,0.0,0.0,13400.0,0.0
Red Wine,Negroamaro ,tons,4.2,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.3,2.4,0.0,4.9,0.0,0.0,0.0,5.7,0.0
Red Wine,Negroamaro ,wt_ave_base,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.91,1319.23,2400.0,0.0,1000.0,0.0,0.0,0.0,1140.0,0.0
Red Wine,Nero D'Avola * ,brixfactor,100.0,100.0,0.0,0.0,0.0,0.0,0.0,7680.0,100.0,5866.666666666667,100.0,11883.333333333334,100.0,0.0,0.0,0.0,100.0
Red Wine,Nero D'Avola * ,tons,6.9,5.8,0.0,0.0,0.0,0.0,0.0,18.5,0.5,1.2,42.6,14.8,1.1,0.0,0.0,0.0,1.4
Red Wine,Nero D'Avola * ,wt_ave_base,2100.0,3000.0,0.0,0.0,0.0,0.0,0.0,2153.83,1400.0,1525.0,748.83,1080.41,3500.0,0.0,0.0,0.0,1400.0
